,multi_color,participant,90,180
0,Monochrome,663,1360.8687022900774,2864.344628099175
1,Monochrome,4227,1395.4123076923083,1551.104385964913
2,Monochrome,4283,1439.514432989691,1551.3755555555551
3,Monochrome,7341,1407.2657894736842,1174.3341666666674
4,Monochrome,7661,604.7386554621847,547.6420560747667
5,Monochrome,7971,1315.8477611940293,1081.8285714285723
6,Monochrome,9477,704.4970802919709,988.738461538462
7,Monochrome,9505,1262.2292307692314,1810.142635658915
8,Monochrome,9577,2701.1275,4881.845631067961
9,Monochrome,9931,394.88356164383555,367.6963855421688
10,Monochrome,10339,580.7202380952382,509.4206521739128
11,Monochrome,10347,5041.875229357799,7038.5
12,Monochrome,10445,3062.9909774436105,4070.1320312499993
13,Monochrome,10485,2925.5855855855866,4012.4489795918375
14,Monochrome,10519,1813.9427536231885,2740.6165467625906
15,Monochrome,10539,1674.3639344262294,1760.8499999999995
16,Monochrome,10767,1014.9906779661015,1103.8968421052632
17,Monochrome,10887,2382.4747747747747,3627.853719008263
18,Monochrome,10925,1618.3291666666673,1844.633333333333
19,Monochrome,10971,1715.6246153846146,1756.2083969465643
20,Monochrome,10973,1748.5296296296292,1537.395192307692
21,Monochrome,10977,1724.9203389830511,2138.59051724138
22,Monochrome,10989,3714.615789473685,4475.1423076923065
23,Monochrome,10991,1995.2608695652177,1877.6500000000005
24,Monochrome,11011,603.127450921569,796.21900004
25,Monochrome,11025,1577.6868686868695,2064.5306122448983
26,Monochrome,11029,748.0139999999997,771.9439024390243
27,Monochrome,11031,783.3587301587302,852.9086956521742
28,Monochrome,11035,946.5217391304348,1034.588785046729
29,Monochrome,11041,2083.073600000001,3378.8770491803284
30,Monochrome,11045,2921.634108527133,3553.313333333333
31,Monochrome,11055,485.6082474226804,432.26
32,Monochrome,11059,2032.1862903225822,1811.1982456140345
33,Monochrome,11061,1376.8748091603054,2461.3336
34,Monochrome,11069,2568.4902439024413,4000.4389380530984
35,Monochrome,11071,641.1982758620688,763.6034782608689
36,Monochrome,11073,234.04642857142858,267.04788732394366
37,Monochrome,11077,345.2365853658535,401.5895348837209
38,Monochrome,11085,272.8083333333332,236.08064516129045
39,Monochrome,11111,1347.5754098360658,1369.7701612903222
40,Multichrome,710,1689.7160377358484,1485.3194444444441
41,Multichrome,3542,1050.0925925925926,1164.989898989899
42,Multichrome,7902,601.6989361702126,418.26499999999993
43,Multichrome,8112,1251.5062015503881,1373.6642276422765
44,Multichrome,9604,3303.988695652175,3904.173109243696
45,Multichrome,9984,912.5066666666669,850.5102564102563
46,Multichrome,10078,299.2231578947369,291.8374999999999
47,Multichrome,10510,1584.1105263157895,2041.8365853658547
48,Multichrome,10528,2714.7924528301874,4057.443478260872
49,Multichrome,10574,247.41265822784814,185.35714285714278
50,Multichrome,10576,1347.9509090909091,1964.3238532110088
51,Multichrome,10616,1752.111570247933,2030.7881355932207
52,Multichrome,10678,658.5055555555555,691.1339622641509
53,Multichrome,10708,2450.858064516128,3435.1420168067216
54,Multichrome,10834,4431.884403669726,5817.4139130434805
55,Multichrome,10840,772.9011494252876,730.8711111111111
56,Multichrome,10976,2026.4404255319132,1681.9293577981648
57,Multichrome,10980,1165.3306930693068,1359.343809523809
58,Multichrome,10990,3732.335344827588,5182.876576576578
59,Multichrome,11002,3475.539622641509,5847.311363636364
60,Multichrome,11012,1947.0499999999995,2433.248484848484
61,Multichrome,11014,597.8565573770493,552.6258928571428
62,Multichrome,11016,3218.531092436975,3595.2104000000013
63,Multichrome,11020,4227.761904761905,3732.0882352941176
64,Multichrome,11028,3555.9433070866144,4470.895238095238
65,Multichrome,11030,3288.6252100840343,3766.9455357142842
66,Multichrome,11044,627.9913978494624,735.5897727272728
67,Multichrome,11060,1865.0284552845526,2809.436206896551
68,Multichrome,11070,614.4878787878789,591.2640449438203
69,Multichrome,11076,587.9886792830188,684.3784946021502
70,Multichrome,11084,4038.0632075471694,5033.14666666667
71,Multichrome,11100,1469.633620689655,2268.2142857142853
72,Multichrome,11108,1104.9077669902913,1764.1611650485438
73,Multichrome,11110,329.7752293577981,380.6009523809523
74,Multichrome,11118,446.48068181818184,448.5905882352941
