,multi_color,participant,abs_rotation,mean_rotation_rt
188,Multichrome,59,90,1901.2537313432824
189,Multichrome,59,180,2503.1751824817575
190,Multichrome,62,90,1044.7058823529412
191,Multichrome,62,180,1098.8426229508188
192,Multichrome,63,90,1263.508333333332
193,Multichrome,63,180,2127.020610687027
194,Multichrome,64,90,2014.3580882352917
195,Multichrome,64,180,2733.751587301593
196,Multichrome,70,90,1331.2712871287097
197,Multichrome,70,180,1397.3556603773607
198,Multichrome,71,90,664.7411764705893
199,Multichrome,71,180,744.9504950495038
200,Multichrome,76,90,411.87307692307564
201,Multichrome,76,180,488.8990825688084
202,Multichrome,77,90,965.7148148148133
203,Multichrome,77,180,879.4324074074093
204,Multichrome,78,90,1081.267241379307
205,Multichrome,78,180,1176.7644067796637
206,Multichrome,81,90,696.2200000000008
207,Multichrome,81,180,718.1056603773604
208,Multichrome,84,90,1348.182926829266
209,Multichrome,84,180,1590.975700934584
210,Multichrome,86,90,529.3663636363634
211,Multichrome,86,180,628.5008695652174
212,Multichrome,87,90,2915.370967741939
213,Multichrome,87,180,4753.98400000001
214,Multichrome,88,90,2527.0829629629693
215,Multichrome,88,180,2331.088636363629
216,Multichrome,89,90,1980.3568807339445
217,Multichrome,89,180,2860.7946428571454
218,Multichrome,91,90,1271.9327433628305
219,Multichrome,91,180,1186.608080808076
220,Multichrome,95,90,1605.7711864406817
221,Multichrome,95,180,2293.362068965512
222,Multichrome,96,90,1988.205833333333
223,Multichrome,96,180,1764.9075471698077
224,Multichrome,97,90,1487.3093457943964
225,Multichrome,97,180,1942.190090090093
226,Multichrome,98,90,1323.2961240310099
227,Multichrome,98,180,2042.1478632478638
228,Multichrome,100,90,230.9463768115937
229,Multichrome,100,180,262.3970802919714
230,Multichrome,101,90,1882.341726618703
231,Multichrome,101,180,2472.4258992805803
232,Multichrome,104,90,1267.1753731343279
233,Multichrome,104,180,1672.5284615384596
234,Multichrome,105,90,1595.4889830508537
235,Multichrome,105,180,1587.8820512820464
236,Multichrome,107,90,2845.658333333329
237,Multichrome,107,180,3100.3193277310925
238,Multichrome,108,90,1441.2214285714235
239,Multichrome,108,180,2047.3990990991
240,Multichrome,111,90,2266.940000000001
241,Multichrome,111,180,2331.097709923669
242,Multichrome,112,90,1651.2519607843135
243,Multichrome,112,180,1408.9100000000017
244,Multichrome,115,90,1893.8824427480893
245,Multichrome,115,180,2055.3488188976394
246,Multichrome,117,90,608.2154545454542
247,Multichrome,117,180,929.6303571428577
248,Multichrome,118,90,2170.601599999996
249,Multichrome,118,180,2398.146564885503
250,Multichrome,120,90,806.0929292929318
251,Multichrome,120,180,707.1162790697696
252,Multichrome,121,90,1062.2170731707304
253,Multichrome,121,180,1325.0805309734503
254,Multichrome,123,90,2625.4653846153906
255,Multichrome,123,180,2787.2270072992687
