,participant,multi_color,date,Delta
65,65,Monochrome,2022-10-04 13:29:36.290,217.11122702434227
66,66,Monochrome,2022-03-22 18:28:30.974,466.2461396027388
67,67,Monochrome,2022-03-03 13:32:56.321,604.4181246582825
68,68,Monochrome,2022-09-18 19:03:41.118,11.564140790402291
69,69,Monochrome,2022-03-03 13:29:27.565,717.4664307381207
70,70,Multichrome,2022-03-22 09:29:54.300,66.0843732486453
71,71,Multichrome,2022-03-22 08:58:49.861,80.20931857891674
72,72,Monochrome,2022-03-22 09:26:29.899,66.58682280099629
73,73,Monochrome,2022-03-22 09:32:59.450,1033.2922910885
74,74,Monochrome,2022-03-03 13:39:36.060,-70.2154702970297
75,75,Monochrome,2022-03-22 10:17:54.635,2.2406191259401567
76,76,Multichrome,2022-03-03 14:28:41.815,77.02600564573015
77,77,Multichrome,2022-03-03 14:33:16.989,-86.28240740740716
78,78,Multichrome,2022-03-03 12:36:38.745,95.4971654003516
79,79,Monochrome,2022-03-03 14:46:12.242,187.53920767306067
80,80,Monochrome,2022-09-18 15:25:03.405,94.89480267794215
81,81,Multichrome,2022-03-03 12:26:16.073,21.885660377358818
82,83,Monochrome,2022-09-18 15:32:41.925,285.3436507936509
83,84,Multichrome,2022-03-03 15:05:44.910,242.79277410531017
84,85,Monochrome,2022-09-18 20:43:25.987,142.30062656641576
85,86,Multichrome,2022-03-22 08:25:43.143,99.13450592885386
86,87,Multichrome,2022-03-22 02:30:57.786,1838.6130322580648
87,88,Multichrome,2022-03-03 12:27:10.884,-195.9943265993279
88,89,Multichrome,2022-03-22 09:35:06.376,880.4377621231974
89,90,Monochrome,2022-03-03 12:31:29.652,126.86058712958857
90,91,Multichrome,2022-03-22 08:27:28.984,-85.32466255475151
91,92,Monochrome,2022-03-22 09:26:16.881,85.75068181818176
92,93,Monochrome,2022-03-03 13:29:26.705,20.857406015037583
93,94,Monochrome,2022-03-03 13:26:13.689,519.3290678879296
94,95,Multichrome,2022-03-03 14:27:36.794,687.5908825248393
95,96,Multichrome,2022-03-03 14:27:47.589,-223.29828616351938
96,97,Multichrome,2022-09-18 06:37:26.925,454.8807442956959
97,98,Multichrome,2022-03-22 09:27:13.050,718.8517392168551
98,99,Monochrome,2022-03-03 13:59:08.197,-11.68851744186054
99,100,Multichrome,2022-03-03 14:39:31.784,31.450703480376603
100,101,Multichrome,2022-03-03 14:36:42.572,590.084172661871
101,102,Monochrome,2022-03-22 09:26:32.225,15.417370597819968
102,103,Monochrome,2022-10-04 13:21:43.771,1036.3152083333362
103,104,Multichrome,2022-03-03 13:28:59.678,405.3530884041327
104,105,Multichrome,2022-03-22 09:27:10.682,-7.606931768795903
105,106,Monochrome,2022-03-22 09:26:46.848,-9.020618134120923
106,107,Multichrome,2022-03-03 14:27:09.969,254.66099439775917
107,108,Multichrome,2022-03-22 01:26:36.853,606.1776705276707
108,109,Monochrome,2022-03-03 13:26:20.355,0.5201770069730856
109,110,Monochrome,2022-03-01 12:49:29.236,1413.4757997558022
110,111,Multichrome,2022-03-22 09:27:18.040,64.15770992366424
111,112,Multichrome,2022-10-04 13:19:44.404,-242.34196078431387
112,113,Monochrome,2022-03-22 10:05:21.727,61.406817075150684
113,114,Monochrome,2022-03-01 12:48:29.188,467.17653846153917
114,115,Multichrome,2022-03-03 13:27:09.170,161.46637614954602
115,116,Monochrome,2022-03-03 14:32:45.006,535.1599292348526
116,117,Multichrome,2022-03-22 09:41:10.867,321.41490259740294
117,118,Multichrome,2022-03-03 14:31:24.282,227.54496488549285
118,120,Multichrome,2022-03-03 14:27:39.636,-98.9766502231621
119,121,Multichrome,2022-09-18 16:56:33.781,262.8634578027197
120,122,Monochrome,2022-03-03 14:27:01.943,-3.7770702455740093
121,123,Multichrome,2022-09-18 15:13:15.034,161.7616226838868
122,124,Monochrome,2022-09-18 19:06:21.622,706.8672088416229
123,125,Monochrome,2022-09-18 15:11:23.243,190.2694235588972
124,126,Monochrome,2022-09-18 19:03:40.933,9.572897196261692
125,127,Monochrome,2022-09-18 20:01:04.493,118.42661290322553
126,128,Monochrome,2022-09-18 15:30:22.103,-171.4784520297801
127,129,Monochrome,2022-09-18 13:02:13.259,-37.90923171104981
